manucipalities,placeCode,parentCode,adm1_pcode,glofasStation
Javier,PH083724000,PH083700000,PH080000000,no_station
Maragusan,PH118205000,PH118200000,PH110000000,no_station
Julita,PH083725000,PH083700000,PH080000000,no_station
Kananga,PH083726000,PH083700000,PH080000000,no_station
La Paz,PH083728000,PH083700000,PH080000000,no_station
Leyte,PH083729000,PH083700000,PH080000000,no_station
Macarthur,PH083730000,PH083700000,PH080000000,no_station
Mahaplag,PH083731000,PH083700000,PH080000000,no_station
Matag-Ob,PH083733000,PH083700000,PH080000000,no_station
Matalom,PH083734000,PH083700000,PH080000000,no_station
Mayorga,PH083735000,PH083700000,PH080000000,no_station
Merida,PH083736000,PH083700000,PH080000000,no_station
Ormoc City,PH083738000,PH083700000,PH080000000,no_station
Palo,PH083739000,PH083700000,PH080000000,no_station
Palompon,PH083740000,PH083700000,PH080000000,no_station
Pastrana,PH083741000,PH083700000,PH080000000,no_station
San Isidro,PH083742000,PH083700000,PH080000000,no_station
San Miguel,PH083743000,PH083700000,PH080000000,no_station
Santa Fe,PH083744000,PH083700000,PH080000000,no_station
Tabango,PH083745000,PH083700000,PH080000000,no_station
Tabontabon,PH083746000,PH083700000,PH080000000,no_station
Tacloban City,PH083747000,PH083700000,PH080000000,no_station
Tanauan,PH083748000,PH083700000,PH080000000,no_station
Tolosa,PH083749000,PH083700000,PH080000000,no_station
Mawab,PH118206000,PH118200000,PH110000000,no_station
Tunga,PH083750000,PH083700000,PH080000000,no_station
Villaba,PH083751000,PH083700000,PH080000000,no_station
Allen,PH084801000,PH084800000,PH080000000,no_station
Biri,PH084802000,PH084800000,PH080000000,no_station
Bobon,PH084803000,PH084800000,PH080000000,no_station
Capul,PH084804000,PH084800000,PH080000000,no_station
Catarman,PH084805000,PH084800000,PH080000000,no_station
Catubig,PH084806000,PH084800000,PH080000000,no_station
Gamay,PH084807000,PH084800000,PH080000000,no_station
Laoang,PH084808000,PH084800000,PH080000000,no_station
Lapinig,PH084809000,PH084800000,PH080000000,no_station
Tarangnan,PH086020000,PH086000000,PH080000000,no_station
Villareal,PH086021000,PH086000000,PH080000000,no_station
Paranas,PH086022000,PH086000000,PH080000000,no_station
Zumarraga,PH086023000,PH086000000,PH080000000,no_station
Tagapul-An,PH086024000,PH086000000,PH080000000,no_station
La Libertad,PH097204000,PH097200000,PH090000000,no_station
Labason,PH097205000,PH097200000,PH090000000,no_station
Liloy,PH097206000,PH097200000,PH090000000,no_station
Manukan,PH097207000,PH097200000,PH090000000,no_station
Mutia,PH097208000,PH097200000,PH090000000,no_station
PiÃƒÂ±an,PH097209000,PH097200000,PH090000000,no_station
Polanco,PH097210000,PH097200000,PH090000000,no_station
Pres. Manuel A. Roxas,PH097211000,PH097200000,PH090000000,no_station
Rizal,PH097212000,PH097200000,PH090000000,no_station
Salug,PH097213000,PH097200000,PH090000000,no_station
Sergio OsmeÃƒÂ±a Sr.,PH097214000,PH097200000,PH090000000,no_station
New Bataan,PH118210000,PH118200000,PH110000000,G4945
Pantukan,PH118211000,PH118200000,PH110000000,no_station
Don Marcelino,PH118601000,PH118600000,PH110000000,no_station
Jose Abad Santos,PH118602000,PH118600000,PH110000000,no_station
Malita,PH118603000,PH118600000,PH110000000,no_station
Siayan,PH097215000,PH097200000,PH090000000,no_station
Sibuco,PH097216000,PH097200000,PH090000000,no_station
Sibutad,PH097217000,PH097200000,PH090000000,no_station
Sindangan,PH097218000,PH097200000,PH090000000,no_station
Siocon,PH097219000,PH097200000,PH090000000,no_station
Sirawai,PH097220000,PH097200000,PH090000000,no_station
Tampilisan,PH097221000,PH097200000,PH090000000,no_station
Jose Dalman,PH097222000,PH097200000,PH090000000,no_station
Gutalac,PH097223000,PH097200000,PH090000000,no_station
Baliguian,PH097224000,PH097200000,PH090000000,no_station
Godod,PH097225000,PH097200000,PH090000000,no_station
Bacungan,PH097226000,PH097200000,PH090000000,no_station
Kalawit,PH097227000,PH097200000,PH090000000,no_station
Aurora,PH097302000,PH097300000,PH090000000,no_station
Bayog,PH097303000,PH097300000,PH090000000,no_station
Dimataling,PH097305000,PH097300000,PH090000000,no_station
Dinas,PH097306000,PH097300000,PH090000000,no_station
Dumalinao,PH097307000,PH097300000,PH090000000,no_station
Sarangani,PH118605000,PH118600000,PH110000000,no_station
Alamada,PH124701000,PH124700000,PH120000000,no_station
Dumingag,PH097308000,PH097300000,PH090000000,no_station
Kumalarang,PH097311000,PH097300000,PH090000000,no_station
Labangan,PH097312000,PH097300000,PH090000000,no_station
Lapuyan,PH097313000,PH097300000,PH090000000,no_station
Midsalip,PH097318000,PH097300000,PH090000000,no_station
Mahayag,PH097315000,PH097300000,PH090000000,no_station
Margosatubig,PH097317000,PH097300000,PH090000000,no_station
Molave,PH097319000,PH097300000,PH090000000,no_station
Pagadian City,PH097322000,PH097300000,PH090000000,no_station
Ramon Magsaysay,PH097323000,PH097300000,PH090000000,no_station
San Miguel,PH097324000,PH097300000,PH090000000,no_station
San Pablo,PH097325000,PH097300000,PH090000000,no_station
Tabina,PH097327000,PH097300000,PH090000000,no_station
Tambulig,PH097328000,PH097300000,PH090000000,no_station
Tukuran,PH097330000,PH097300000,PH090000000,no_station
Zamboanga City,PH097332000,PH097300000,PH090000000,no_station
Tantangan,PH126315000,PH126300000,PH120000000,no_station
T'Boli,PH126316000,PH126300000,PH120000000,no_station
Lakewood,PH097333000,PH097300000,PH090000000,no_station
Santo NiÃƒÂ±o,PH126318000,PH126300000,PH120000000,no_station
Lake Sebu,PH126319000,PH126300000,PH120000000,no_station
Bagumbayan,PH126501000,PH126500000,PH120000000,no_station
Josefina,PH097337000,PH097300000,PH090000000,no_station
Pitogo,PH097338000,PH097300000,PH090000000,no_station
Sominot,PH097340000,PH097300000,PH090000000,no_station
Guipos,PH097343000,PH097300000,PH090000000,no_station
Imelda,PH098304000,PH098300000,PH090000000,no_station
Ipil,PH098305000,PH098300000,PH090000000,no_station
Kabasalan,PH098306000,PH098300000,PH090000000,no_station
Mabuhay,PH098307000,PH098300000,PH090000000,no_station
Malangas,PH098308000,PH098300000,PH090000000,no_station
Tigbao,PH097344000,PH097300000,PH090000000,no_station
Alicia,PH098301000,PH098300000,PH090000000,no_station
Buug,PH098302000,PH098300000,PH090000000,no_station
Diplahan,PH098303000,PH098300000,PH090000000,no_station
Olutanga,PH098310000,PH098300000,PH090000000,no_station
Payao,PH098311000,PH098300000,PH090000000,no_station
Roseller Lim,PH098312000,PH098300000,PH090000000,no_station
Siay,PH098313000,PH098300000,PH090000000,no_station
Talusan,PH098314000,PH098300000,PH090000000,no_station
Titay,PH098315000,PH098300000,PH090000000,no_station
Tungawan,PH098316000,PH098300000,PH090000000,no_station
City of Isabela,PH099701000,PH099700000,PH090000000,no_station
Baungon,PH101301000,PH101300000,PH100000000,no_station
Damulog,PH101302000,PH101300000,PH100000000,no_station
Dangcagan,PH101303000,PH101300000,PH100000000,no_station
Don Carlos,PH101304000,PH101300000,PH100000000,no_station
Impasug-Ong,PH101305000,PH101300000,PH100000000,no_station
Kadingilan,PH101306000,PH101300000,PH100000000,no_station
Kalilangan,PH101307000,PH101300000,PH100000000,no_station
Kibawe,PH101308000,PH101300000,PH100000000,no_station
Kitaotao,PH101309000,PH101300000,PH100000000,no_station
Lantapan,PH101310000,PH101300000,PH100000000,no_station
Libona,PH101311000,PH101300000,PH100000000,no_station
San Fernando,PH101318000,PH101300000,PH100000000,no_station
Sumilao,PH101319000,PH101300000,PH100000000,no_station
Talakag,PH101320000,PH101300000,PH100000000,no_station
City of Valencia,PH101321000,PH101300000,PH100000000,no_station
Cabanglasan,PH101322000,PH101300000,PH100000000,no_station
Catarman,PH101801000,PH101800000,PH100000000,no_station
Guinsiliban,PH101802000,PH101800000,PH100000000,no_station
Mahinog,PH101803000,PH101800000,PH100000000,no_station
Mambajao,PH101804000,PH101800000,PH100000000,no_station
Sagay,PH101805000,PH101800000,PH100000000,no_station
Bacolod,PH103501000,PH103500000,PH100000000,no_station
Baloi,PH103502000,PH103500000,PH100000000,no_station
Baroy,PH103503000,PH103500000,PH100000000,no_station
Iligan City,PH103504000,PH103500000,PH100000000,no_station
Kapatagan,PH103505000,PH103500000,PH100000000,no_station
Sultan Naga Dimaporo,PH103506000,PH103500000,PH100000000,no_station
Nunungan,PH103515000,PH103500000,PH100000000,no_station
Pantao Ragat,PH103516000,PH103500000,PH100000000,no_station
Poona Piagapo,PH103517000,PH103500000,PH100000000,no_station
Salvador,PH103518000,PH103500000,PH100000000,no_station
Sapad,PH103519000,PH103500000,PH100000000,no_station
Tagoloan,PH103520000,PH103500000,PH100000000,no_station
Tangcal,PH103521000,PH103500000,PH100000000,no_station
Tubod,PH103522000,PH103500000,PH100000000,no_station
Pantar,PH103523000,PH103500000,PH100000000,no_station
Aloran,PH104201000,PH104200000,PH100000000,no_station
Baliangao,PH104202000,PH104200000,PH100000000,no_station
Bonifacio,PH104203000,PH104200000,PH100000000,no_station
Calamba,PH104204000,PH104200000,PH100000000,no_station
Clarin,PH104205000,PH104200000,PH100000000,no_station
Concepcion,PH104206000,PH104200000,PH100000000,no_station
Jimenez,PH104207000,PH104200000,PH100000000,no_station
Lopez Jaena,PH104208000,PH104200000,PH100000000,no_station
Oroquieta City,PH104209000,PH104200000,PH100000000,no_station
Ozamis City,PH104210000,PH104200000,PH100000000,no_station
Panaon,PH104211000,PH104200000,PH100000000,no_station
Plaridel,PH104212000,PH104200000,PH100000000,no_station
Sapang Dalaga,PH104213000,PH104200000,PH100000000,no_station
Sinacaban,PH104214000,PH104200000,PH100000000,no_station
Tangub City,PH104215000,PH104200000,PH100000000,no_station
Tudela,PH104216000,PH104200000,PH100000000,no_station
New Corella,PH112314000,PH112300000,PH110000000,no_station
City of Panabo,PH112315000,PH112300000,PH110000000,no_station
Island Garden City of Samal,PH112317000,PH112300000,PH110000000,no_station
Columbio,PH126502000,PH126500000,PH120000000,no_station
Malibcong,PH140115000,PH140100000,PH140000000,no_station
Santo Tomas,PH112318000,PH112300000,PH110000000,no_station
City of Tagum,PH112319000,PH112300000,PH110000000,no_station
Talaingod,PH112322000,PH112300000,PH110000000,no_station
Manabo,PH140116000,PH140100000,PH140000000,no_station
Braulio E. Dujali,PH112323000,PH112300000,PH110000000,no_station
San Isidro,PH112324000,PH112300000,PH110000000,no_station
Bansalan,PH112401000,PH112400000,PH110000000,no_station
Davao City,PH112402000,PH112400000,PH110000000,no_station
City of Digos,PH112403000,PH112400000,PH110000000,no_station
Hagonoy,PH112404000,PH112400000,PH110000000,no_station
Kiblawan,PH112406000,PH112400000,PH110000000,no_station
Magsaysay,PH112407000,PH112400000,PH110000000,no_station
Malalag,PH112408000,PH112400000,PH110000000,no_station
Binondo,PH133902000,PH133900000,PH130000000,no_station
Matanao,PH112410000,PH112400000,PH110000000,no_station
Monkayo,PH118207000,PH118200000,PH110000000,G4945
Quiapo,PH133903000,PH133900000,PH130000000,no_station
Montevista,PH118208000,PH118200000,PH110000000,G4945
Nabunturan,PH118209000,PH118200000,PH110000000,G4945
San Nicolas,PH133904000,PH133900000,PH130000000,no_station
Kabacan,PH124703000,PH124700000,PH120000000,G1970
City of Kidapawan,PH124704000,PH124700000,PH120000000,no_station
Intramuros,PH133909000,PH133900000,PH130000000,no_station
Libungan,PH124705000,PH124700000,PH120000000,no_station
Magpet,PH124706000,PH124700000,PH120000000,no_station
Makilala,PH124707000,PH124700000,PH120000000,no_station
Matalam,PH124708000,PH124700000,PH120000000,G1970
Midsayap,PH124709000,PH124700000,PH120000000,no_station
Boliney,PH140102000,PH140100000,PH140000000,no_station
M'Lang,PH124710000,PH124700000,PH120000000,no_station
Bucay,PH140103000,PH140100000,PH140000000,no_station
Pigkawayan,PH124711000,PH124700000,PH120000000,G1969
Pikit,PH124712000,PH124700000,PH120000000,G1970
President Roxas,PH124713000,PH124700000,PH120000000,no_station
Tulunan,PH124714000,PH124700000,PH120000000,no_station
Antipas,PH124715000,PH124700000,PH120000000,no_station
Banisilan,PH124716000,PH124700000,PH120000000,no_station
Aleosan,PH124717000,PH124700000,PH120000000,no_station
Arakan,PH124718000,PH124700000,PH120000000,no_station
Bucloc,PH140104000,PH140100000,PH140000000,no_station
Daguioman,PH140105000,PH140100000,PH140000000,no_station
Banga,PH126302000,PH126300000,PH120000000,no_station
General Santos City,PH126303000,PH126300000,PH120000000,no_station
PeÃƒÂ±arrubia,PH140117000,PH140100000,PH140000000,no_station
City of Koronadal,PH126306000,PH126300000,PH120000000,no_station
Norala,PH126311000,PH126300000,PH120000000,no_station
Polomolok,PH126312000,PH126300000,PH120000000,no_station
Surallah,PH126313000,PH126300000,PH120000000,no_station
Tampakan,PH126314000,PH126300000,PH120000000,no_station
Tupi,PH126317000,PH126300000,PH120000000,no_station
Pidigan,PH140118000,PH140100000,PH140000000,no_station
Esperanza,PH126503000,PH126500000,PH120000000,no_station
Isulan,PH126504000,PH126500000,PH120000000,no_station
Kalamansig,PH126505000,PH126500000,PH120000000,no_station
Lebak,PH126506000,PH126500000,PH120000000,no_station
Lutayan,PH126507000,PH126500000,PH120000000,no_station
Lambayong,PH126508000,PH126500000,PH120000000,no_station
Palimbang,PH126509000,PH126500000,PH120000000,no_station
President Quirino,PH126510000,PH126500000,PH120000000,no_station
City of Tacurong,PH126511000,PH126500000,PH120000000,no_station
Sen. Ninoy Aquino,PH126512000,PH126500000,PH120000000,no_station
Alabel,PH128001000,PH128000000,PH120000000,no_station
Glan,PH128002000,PH128000000,PH120000000,no_station
Kiamba,PH128003000,PH128000000,PH120000000,no_station
Maasim,PH128004000,PH128000000,PH120000000,no_station
Maitum,PH128005000,PH128000000,PH120000000,no_station
Malapatan,PH128006000,PH128000000,PH120000000,no_station
Malungon,PH128007000,PH128000000,PH120000000,no_station
Cotabato City,PH129804000,PH129800000,PH120000000,G1969
Tondo I / II,PH133901000,PH133900000,PH130000000,no_station
Santa Cruz,PH133905000,PH133900000,PH130000000,no_station
Sampaloc,PH133906000,PH133900000,PH130000000,no_station
San Miguel,PH133907000,PH133900000,PH130000000,no_station
Danglas,PH140106000,PH140100000,PH140000000,no_station
Dolores,PH140107000,PH140100000,PH140000000,no_station
Ermita,PH133908000,PH133900000,PH130000000,no_station
Malate,PH133910000,PH133900000,PH130000000,no_station
Paco,PH133911000,PH133900000,PH130000000,no_station
Pandacan,PH133912000,PH133900000,PH130000000,no_station
Port Area,PH133913000,PH133900000,PH130000000,no_station
Santa Ana,PH133914000,PH133900000,PH130000000,no_station
Lacub,PH140109000,PH140100000,PH140000000,no_station
City of Mandaluyong,PH137401000,PH137400000,PH130000000,no_station
City of Marikina,PH137402000,PH137400000,PH130000000,no_station
City of Pasig,PH137403000,PH137400000,PH130000000,no_station
Quezon City,PH137404000,PH137400000,PH130000000,no_station
City of San Juan,PH137405000,PH137400000,PH130000000,no_station
Caloocan City,PH137501000,PH137500000,PH130000000,no_station
City of Malabon,PH137502000,PH137500000,PH130000000,no_station
City of Navotas,PH137503000,PH137500000,PH130000000,no_station
City of Valenzuela,PH137504000,PH137500000,PH130000000,no_station
City of Las PiÃƒÂ±as,PH137601000,PH137600000,PH130000000,no_station
City of Makati,PH137602000,PH137600000,PH130000000,no_station
City of Muntinlupa,PH137603000,PH137600000,PH130000000,no_station
City of ParaÃƒÂ±aque,PH137604000,PH137600000,PH130000000,no_station
Pasay City,PH137605000,PH137600000,PH130000000,no_station
Pateros,PH137606000,PH137600000,PH130000000,no_station
Taguig City,PH137607000,PH137600000,PH130000000,no_station
Bangued,PH140101000,PH140100000,PH140000000,no_station
La Paz,PH140108000,PH140100000,PH140000000,no_station
Lagangilang,PH140110000,PH140100000,PH140000000,no_station
Lagayan,PH140111000,PH140100000,PH140000000,no_station
Langiden,PH140112000,PH140100000,PH140000000,no_station
Licuan-Baay,PH140113000,PH140100000,PH140000000,no_station
Pilar,PH140119000,PH140100000,PH140000000,no_station
Sallapadan,PH140120000,PH140100000,PH140000000,no_station
San Isidro,PH140121000,PH140100000,PH140000000,no_station
San Juan,PH140122000,PH140100000,PH140000000,no_station
San Quintin,PH140123000,PH140100000,PH140000000,no_station
Tayum,PH140124000,PH140100000,PH140000000,no_station
Tubo,PH140126000,PH140100000,PH140000000,no_station
Kapangan,PH141108000,PH141100000,PH140000000,no_station
Villaviciosa,PH140127000,PH140100000,PH140000000,no_station
Sablan,PH141112000,PH141100000,PH140000000,no_station
Tuba,PH141113000,PH141100000,PH140000000,no_station
Atok,PH141101000,PH141100000,PH140000000,no_station
Datu Salibo,PH153836000,PH153800000,PH150000000,no_station
Baguio City,PH141102000,PH141100000,PH140000000,no_station
Bakun,PH141103000,PH141100000,PH140000000,no_station
Bokod,PH141104000,PH141100000,PH140000000,no_station
Buguias,PH141105000,PH141100000,PH140000000,no_station
Kibungan,PH141109000,PH141100000,PH140000000,no_station
Itogon,PH141106000,PH141100000,PH140000000,no_station
Hungduan,PH142702000,PH142700000,PH140000000,no_station
Tublay,PH141114000,PH141100000,PH140000000,no_station
La Trinidad,PH141110000,PH141100000,PH140000000,no_station
Mankayan,PH141111000,PH141100000,PH140000000,no_station
Kiangan,PH142703000,PH142700000,PH140000000,no_station
Lagawe,PH142704000,PH142700000,PH140000000,no_station
Santiago,PH160210000,PH160200000,PH160000000,G5368
Tubay,PH160211000,PH160200000,PH160000000,G5368
Alfonso Lista,PH142707000,PH142700000,PH140000000,no_station
Banaue,PH142701000,PH142700000,PH140000000,no_station
Lamut,PH142705000,PH142700000,PH140000000,no_station
Mayoyao,PH142706000,PH142700000,PH140000000,no_station
Aguinaldo,PH142708000,PH142700000,PH140000000,no_station
Tinglayan,PH143215000,PH143200000,PH140000000,no_station
Barlig,PH144401000,PH144400000,PH140000000,no_station
Lubuagan,PH143206000,PH143200000,PH140000000,no_station
Pasil,PH143208000,PH143200000,PH140000000,no_station
Remedios T. Romualdez,PH160212000,PH160200000,PH160000000,G5368
Pinukpuk,PH143209000,PH143200000,PH140000000,no_station
Gigaquit,PH166711000,PH166700000,PH160000000,no_station
Mainit,PH166714000,PH166700000,PH160000000,no_station
Malimono,PH166715000,PH166700000,PH160000000,no_station
Pilar,PH166716000,PH166700000,PH160000000,no_station
Placer,PH166717000,PH166700000,PH160000000,no_station
Sagada,PH144409000,PH144400000,PH140000000,no_station
San Benito,PH166718000,PH166700000,PH160000000,no_station
San Francisco,PH166719000,PH166700000,PH160000000,no_station
San Isidro,PH166720000,PH166700000,PH160000000,no_station
Santa Monica,PH166721000,PH166700000,PH160000000,no_station
Bontoc,PH144404000,PH144400000,PH140000000,no_station
Natonin,PH144405000,PH144400000,PH140000000,no_station
Bauko,PH144402000,PH144400000,PH140000000,no_station
Besao,PH144403000,PH144400000,PH140000000,no_station
Tipo-Tipo,PH150706000,PH150700000,PH150000000,no_station
Calanasan,PH148101000,PH148100000,PH140000000,no_station
Conner,PH148102000,PH148100000,PH140000000,no_station
Flora,PH148103000,PH148100000,PH140000000,no_station
Sison,PH166722000,PH166700000,PH160000000,no_station
Socorro,PH166723000,PH166700000,PH160000000,no_station
Surigao City,PH166724000,PH166700000,PH160000000,no_station
Tagana-An,PH166725000,PH166700000,PH160000000,no_station
San Vicente,PH175319000,PH175300000,PH170000000,no_station
Mamasapano,PH153820000,PH153800000,PH150000000,no_station
Paracelis,PH144406000,PH144400000,PH140000000,no_station
Sabangan,PH144407000,PH144400000,PH140000000,no_station
Calatrava,PH175904000,PH175900000,PH170000000,no_station
Tadian,PH144410000,PH144400000,PH140000000,no_station
Santa Marcela,PH148107000,PH148100000,PH140000000,no_station
City of Lamitan,PH150702000,PH150700000,PH150000000,no_station
Lantawan,PH150703000,PH150700000,PH150000000,no_station
Maluso,PH150704000,PH150700000,PH150000000,no_station
Sumisip,PH150705000,PH150700000,PH150000000,no_station
Kabugao,PH148104000,PH148100000,PH140000000,no_station
Tuburan,PH150707000,PH150700000,PH150000000,no_station
Akbar,PH150708000,PH150700000,PH150000000,no_station
Al-Barka,PH150709000,PH150700000,PH150000000,no_station
Hadji Mohammad Ajul,PH150710000,PH150700000,PH150000000,no_station
Ungkaya Pukan,PH150711000,PH150700000,PH150000000,no_station
Hadji Muhtamad,PH150712000,PH150700000,PH150000000,no_station
Tabuan-Lasa,PH150713000,PH150700000,PH150000000,no_station
Tubod,PH166727000,PH166700000,PH160000000,no_station
Barobo,PH166801000,PH166800000,PH160000000,no_station
Bayabas,PH166802000,PH166800000,PH160000000,no_station
City of Bislig,PH166803000,PH166800000,PH160000000,no_station
Cagwait,PH166804000,PH166800000,PH160000000,no_station
Cantilan,PH166805000,PH166800000,PH160000000,no_station
Carmen,PH166806000,PH166800000,PH160000000,no_station
Carrascal,PH166807000,PH166800000,PH160000000,no_station
Cortes,PH166808000,PH166800000,PH160000000,no_station
Hinatuan,PH166809000,PH166800000,PH160000000,no_station
Lanuza,PH166810000,PH166800000,PH160000000,no_station
Lianga,PH166811000,PH166800000,PH160000000,no_station
Lingig,PH166812000,PH166800000,PH160000000,no_station
Madrid,PH166813000,PH166800000,PH160000000,no_station
Marihatag,PH166814000,PH166800000,PH160000000,no_station
San Agustin,PH166815000,PH166800000,PH160000000,no_station
Candoni,PH184506000,PH184500000,PH180000000,no_station
Luna,PH148105000,PH148100000,PH140000000,no_station
Pudtol,PH148106000,PH148100000,PH140000000,no_station
City of Calapan,PH175205000,PH175200000,PH170000000,no_station
Gloria,PH175206000,PH175200000,PH170000000,no_station
Mansalay,PH175207000,PH175200000,PH170000000,no_station
Naujan,PH175208000,PH175200000,PH170000000,no_station
Pinamalayan,PH175209000,PH175200000,PH170000000,no_station
Pola,PH175210000,PH175200000,PH170000000,no_station
Bacolod-Kalawi,PH153601000,PH153600000,PH150000000,no_station
Balabagan,PH153602000,PH153600000,PH150000000,no_station
Balindong,PH153603000,PH153600000,PH150000000,no_station
Puerto Galera,PH175211000,PH175200000,PH170000000,no_station
Roxas,PH175212000,PH175200000,PH170000000,no_station
San Teodoro,PH175213000,PH175200000,PH170000000,no_station
Socorro,PH175214000,PH175200000,PH170000000,no_station
Victoria,PH175215000,PH175200000,PH170000000,no_station
Aborlan,PH175301000,PH175300000,PH170000000,no_station
Agutaya,PH175302000,PH175300000,PH170000000,no_station
Araceli,PH175303000,PH175300000,PH170000000,no_station
Balabac,PH175304000,PH175300000,PH170000000,no_station
Bataraza,PH175305000,PH175300000,PH170000000,no_station
Brooke's Point,PH175306000,PH175300000,PH170000000,no_station
Busuanga,PH175307000,PH175300000,PH170000000,no_station
Cagayancillo,PH175308000,PH175300000,PH170000000,no_station
Coron,PH175309000,PH175300000,PH170000000,no_station
Cuyo,PH175310000,PH175300000,PH170000000,no_station
Dumaran,PH175311000,PH175300000,PH170000000,no_station
El Nido,PH175312000,PH175300000,PH170000000,no_station
Linapacan,PH175313000,PH175300000,PH170000000,no_station
Magsaysay,PH175314000,PH175300000,PH170000000,no_station
Narra,PH175315000,PH175300000,PH170000000,no_station
Puerto Princesa City,PH175316000,PH175300000,PH170000000,no_station
Quezon,PH175317000,PH175300000,PH170000000,no_station
Roxas,PH175318000,PH175300000,PH170000000,no_station
Bayang,PH153604000,PH153600000,PH150000000,no_station
Taytay,PH175320000,PH175300000,PH170000000,no_station
Binidayan,PH153605000,PH153600000,PH150000000,no_station
Kalayaan,PH175321000,PH175300000,PH170000000,no_station
Culion,PH175322000,PH175300000,PH170000000,no_station
Rizal,PH175323000,PH175300000,PH170000000,no_station
Sofronio Espanola,PH175324000,PH175300000,PH170000000,no_station
Alcantara,PH175901000,PH175900000,PH170000000,no_station
Banton,PH175902000,PH175900000,PH170000000,no_station
Cajidiocan,PH175903000,PH175900000,PH170000000,no_station
Bubong,PH153606000,PH153600000,PH150000000,no_station
Butig,PH153607000,PH153600000,PH150000000,no_station
Concepcion,PH175905000,PH175900000,PH170000000,no_station
Corcuera,PH175906000,PH175900000,PH170000000,no_station
Looc,PH175907000,PH175900000,PH170000000,no_station
Magdiwang,PH175908000,PH175900000,PH170000000,no_station
Odiongan,PH175909000,PH175900000,PH170000000,no_station
Romblon,PH175910000,PH175900000,PH170000000,no_station
San Agustin,PH175911000,PH175900000,PH170000000,no_station
San Andres,PH175912000,PH175900000,PH170000000,no_station
San Fernando,PH175913000,PH175900000,PH170000000,no_station
San Jose,PH175914000,PH175900000,PH170000000,no_station
Santa Fe,PH175915000,PH175900000,PH170000000,no_station
Ferrol,PH175916000,PH175900000,PH170000000,no_station
Santa Maria,PH175917000,PH175900000,PH170000000,no_station
Bacolod City,PH184501000,PH184500000,PH180000000,no_station
Bago City,PH184502000,PH184500000,PH180000000,no_station
Binalbagan,PH184503000,PH184500000,PH180000000,no_station
Cadiz City,PH184504000,PH184500000,PH180000000,no_station
Calatrava,PH184505000,PH184500000,PH180000000,no_station
Ganassi,PH153609000,PH153600000,PH150000000,no_station
Poona Bayabao,PH153622000,PH153600000,PH150000000,no_station
Kapai,PH153610000,PH153600000,PH150000000,no_station
Pualas,PH153623000,PH153600000,PH150000000,no_station
Lumba-Bayabao,PH153611000,PH153600000,PH150000000,no_station
Sultan Dumalondong,PH153640000,PH153600000,PH150000000,no_station
Lumbatan,PH153612000,PH153600000,PH150000000,no_station
Madalum,PH153613000,PH153600000,PH150000000,no_station
Madamba,PH153614000,PH153600000,PH150000000,no_station
Malabang,PH153615000,PH153600000,PH150000000,no_station
Marantao,PH153616000,PH153600000,PH150000000,no_station
Marawi City,PH153617000,PH153600000,PH150000000,no_station
Lumbaca-Unayan,PH153641000,PH153600000,PH150000000,no_station
Ampatuan,PH153801000,PH153800000,PH150000000,no_station
Masiu,PH153618000,PH153600000,PH150000000,no_station
Mulondo,PH153619000,PH153600000,PH150000000,no_station
Pagayawan,PH153620000,PH153600000,PH150000000,no_station
Cauayan,PH184507000,PH184500000,PH180000000,no_station
Enrique B. Magalona,PH184508000,PH184500000,PH180000000,no_station
City of Escalante,PH184509000,PH184500000,PH180000000,no_station
City of Himamaylan,PH184510000,PH184500000,PH180000000,no_station
Hinigaran,PH184511000,PH184500000,PH180000000,no_station
Hinoba-An,PH184512000,PH184500000,PH180000000,no_station
Ilog,PH184513000,PH184500000,PH180000000,no_station
Isabela,PH184514000,PH184500000,PH180000000,no_station
City of Kabankalan,PH184515000,PH184500000,PH180000000,no_station
La Carlota City,PH184516000,PH184500000,PH180000000,no_station
Talitay,PH153821000,PH153800000,PH150000000,no_station
Piagapo,PH153621000,PH153600000,PH150000000,no_station
City of Guihulngan,PH184611000,PH184600000,PH180000000,no_station
Jimalalud,PH184612000,PH184600000,PH180000000,no_station
La Libertad,PH184613000,PH184600000,PH180000000,no_station
Mabinay,PH184614000,PH184600000,PH180000000,no_station
Manjuyod,PH184615000,PH184600000,PH180000000,no_station
Paglat,PH153823000,PH153800000,PH150000000,no_station
Sultan Mastura,PH153824000,PH153800000,PH150000000,no_station
Ditsaan-Ramain,PH153624000,PH153600000,PH150000000,no_station
Magallanes,PH160208000,PH160200000,PH160000000,G5368
Nasipit,PH160209000,PH160200000,PH160000000,G5368
Saguiaran,PH153625000,PH153600000,PH150000000,no_station
Bongabong,PH175203000,PH175200000,PH170000000,no_station
Bulalacao,PH175204000,PH175200000,PH170000000,no_station
Tamparan,PH153626000,PH153600000,PH150000000,no_station
Taraka,PH153627000,PH153600000,PH150000000,no_station
Datu Piang,PH153806000,PH153800000,PH150000000,no_station
Datu Odin Sinsuat,PH153807000,PH153800000,PH150000000,G1969
Dumaguete City,PH184610000,PH184600000,PH180000000,no_station
Tubaran,PH153628000,PH153600000,PH150000000,no_station
Tugaya,PH153629000,PH153600000,PH150000000,no_station
Wao,PH153630000,PH153600000,PH150000000,no_station
Marogong,PH153631000,PH153600000,PH150000000,no_station
Calanogas,PH153632000,PH153600000,PH150000000,no_station
