,name,placeCodenew,glofasStation,Level,shapeGroup,placeCode,placeCodeParent1
1286,Marimanti Ward,KEN-ADM3-25604234B99560829,no_station,ADM3,KEN,KE0130620310,KE013062
1287,Ruguru-Ngandori Ward,KEN-ADM3-25604234B63026633,no_station,ADM3,KEN,KE0140630311,KE014063
1288,Kithimu Ward,KEN-ADM3-25604234B74650665,no_station,ADM3,KEN,KE0140630312,KE014063
1289,Nginda Ward,KEN-ADM3-25604234B13335667,no_station,ADM3,KEN,KE0140630313,KE014063
1290,Mbeti north Ward,KEN-ADM3-25604234B70657865,no_station,ADM3,KEN,KE0140630314,KE014063
1291,Kirimari Ward,KEN-ADM3-25604234B40078731,no_station,ADM3,KEN,KE0140630315,KE014063
1292,Gaturi south Ward,KEN-ADM3-25604234B6285617,no_station,ADM3,KEN,KE0140630316,KE014063
1293,Gaturi north Ward,KEN-ADM3-25604234B36862676,no_station,ADM3,KEN,KE0140640317,KE014064
1294,Kaagari South Ward,KEN-ADM3-25604234B1161604,no_station,ADM3,KEN,KE0140640318,KE014064
1295,Central ward,KEN-ADM3-25604234B13640051,no_station,ADM3,KEN,KE0140640319,KE014064
1296,Kaagari North Ward,KEN-ADM3-25604234B64202585,no_station,ADM3,KEN,KE0140640320,KE014064
1297,Kahawa/sukari Ward,KEN-ADM3-25604234B63036353,no_station,ADM3,KEN,KE0221150572,KE022115
1298,Kiuu Ward,KEN-ADM3-25604234B86663232,no_station,ADM3,KEN,KE0221150574,KE022115
1299,Ngomeni Ward,KEN-ADM3-25604234B40560695,no_station,ADM3,KEN,KE0150670331,KE015067
1300,Kyuso Ward,KEN-ADM3-25604234B60034966,no_station,ADM3,KEN,KE0150670332,KE015067
1301,Mwiki Ward,KEN-ADM3-25604234B7138740,no_station,ADM3,KEN,KE0221150575,KE022115
1302,Mwihoko Ward,KEN-ADM3-25604234B12213532,no_station,ADM3,KEN,KE0221150576,KE022115
1303,Githunguri Ward,KEN-ADM3-25604234B33395170,no_station,ADM3,KEN,KE0221160577,KE022116
1304,Ndanai/abosi Ward,KEN-ADM3-25604234B41818103,no_station,ADM3,KEN,KE0361940966,KE036194
1305,Chemagel Ward,KEN-ADM3-25604234B19666495,no_station,ADM3,KEN,KE0361940967,KE036194
1306,Kipsonoi Ward,KEN-ADM3-25604234B99490559,no_station,ADM3,KEN,KE0361940968,KE036194
1307,Kapletundo Ward,KEN-ADM3-25604234B34407054,no_station,ADM3,KEN,KE0361940969,KE036194
1308,Rongena/manaret Ward,KEN-ADM3-25604234B80843088,no_station,ADM3,KEN,KE0361940970,KE036194
1309,Kong'asis Ward,KEN-ADM3-25604234B69506355,no_station,ADM3,KEN,KE0361950971,KE036195
1310,Nyangores Ward,KEN-ADM3-25604234B9157627,no_station,ADM3,KEN,KE0361950972,KE036195
1311,Sigor Ward,KEN-ADM3-25604234B56787833,no_station,ADM3,KEN,KE0361950973,KE036195
1312,Chebunyo Ward,KEN-ADM3-25604234B74257287,no_station,ADM3,KEN,KE0361950974,KE036195
1313,Siongiroi Ward,KEN-ADM3-25604234B19331792,no_station,ADM3,KEN,KE0361950975,KE036195
1314,Merigi Ward,KEN-ADM3-25604234B43325040,no_station,ADM3,KEN,KE0361960976,KE036196
1315,Kembu Ward,KEN-ADM3-25604234B77601932,no_station,ADM3,KEN,KE0361960977,KE036196
1316,Longisa Ward,KEN-ADM3-25604234B21212573,no_station,ADM3,KEN,KE0361960978,KE036196
1317,Kipreres  Ward,KEN-ADM3-25604234B40167935,no_station,ADM3,KEN,KE0361960979,KE036196
1318,Chemaner Ward,KEN-ADM3-25604234B7547954,no_station,ADM3,KEN,KE0361960980,KE036196
1319,Silibwet Township Ward,KEN-ADM3-25604234B64861355,no_station,ADM3,KEN,KE0361970981,KE036197
1320,Ndaraweta Ward,KEN-ADM3-25604234B2712934,no_station,ADM3,KEN,KE0361970982,KE036197
1321,Singorwet Ward,KEN-ADM3-25604234B55896763,no_station,ADM3,KEN,KE0361970983,KE036197
1322,Chesoen Ward,KEN-ADM3-25604234B30286944,no_station,ADM3,KEN,KE0361970984,KE036197
1323,Mutarakwa  Ward,KEN-ADM3-25604234B88226100,no_station,ADM3,KEN,KE0361970985,KE036197
1324,Chepchabas Ward,KEN-ADM3-25604234B21405222,no_station,ADM3,KEN,KE0361980986,KE036198
1325,Ijara Ward,KEN-ADM3-25604234B42337427,no_station,ADM3,KEN,KE0070320159,KE007032
1326,GUBA,KEN-ADM3-25604234B83319910,no_station,ADM3,KEN,KE0090400198,KE009040
1327,MALKAMARI,KEN-ADM3-25604234B5156036,no_station,ADM3,KEN,KE0090400199,KE009040
1328,Kipini west Ward,KEN-ADM3-25604234B13907757,no_station,ADM3,KEN,KE0040180088,KE004018
1329,Garsen central Ward,KEN-ADM3-25604234B13623455,G5305,ADM3,KEN,KE0040180089,KE004018
1330,Garsen west Ward,KEN-ADM3-25604234B77366185,no_station,ADM3,KEN,KE0040180090,KE004018
1331,MKUNUMBI,KEN-ADM3-25604234B31877091,no_station,ADM3,KEN,KE0050220107,KE005022
1332,BAHARI,KEN-ADM3-25604234B10535111,no_station,ADM3,KEN,KE0050220110,KE005022
1333,DANDU,KEN-ADM3-25604234B93416955,no_station,ADM3,KEN,KE0090390194,KE009039
1334,GITHER,KEN-ADM3-25604234B95207726,no_station,ADM3,KEN,KE0090390195,KE009039
1335,KILIWAHERI,KEN-ADM3-25604234B6859828,no_station,ADM3,KEN,KE0090400200,KE009040
1336,ELWAK NORTH,KEN-ADM3-25604234B31061500,no_station,ADM3,KEN,KE0090420209,KE009042
1337,TURBI,KEN-ADM3-25604234B7141651,no_station,ADM3,KEN,KE0100460230,KE010046
1338,WITU,KEN-ADM3-25604234B74914350,no_station,ADM3,KEN,KE0050220109,KE005022
1339,KARGI/SOUTH HORR,KEN-ADM3-25604234B68037060,no_station,ADM3,KEN,KE0100480237,KE010048
1340,KORR/NGURUNIT,KEN-ADM3-25604234B21126183,no_station,ADM3,KEN,KE0100480238,KE010048
1341,Garsen north Ward,KEN-ADM3-25604234B85716246,G5305,ADM3,KEN,KE0040180091,KE004018
1342,LOGOLOGO,KEN-ADM3-25604234B76658440,no_station,ADM3,KEN,KE0100480239,KE010048
1343,Galbet Ward,KEN-ADM3-25604234B48569738,no_station,ADM3,KEN,KE0070270132,KE007027
1344,Township Ward,KEN-ADM3-25604234B1493087,no_station,ADM3,KEN,KE0080340169,KE008034
1345,Barwaqo Ward,KEN-ADM3-25604234B80862702,no_station,ADM3,KEN,KE0080340170,KE008034
1346,Arbajahan Ward,KEN-ADM3-25604234B93820169,no_station,ADM3,KEN,KE0080360176,KE008036
1347,ADEMASAJIDE Ward,KEN-ADM3-25604234B92913559,no_station,ADM3,KEN,KE0080360178,KE008036
1348,Ganyure Wagalla Ward,KEN-ADM3-25604234B98461913,no_station,ADM3,KEN,KE0080360179,KE008036
1349,Lakoley south/basir Ward,KEN-ADM3-25604234B68339166,no_station,ADM3,KEN,KE0080360180,KE008036
1350,Ganga Ward,KEN-ADM3-25604234B63536927,no_station,ADM3,KEN,KE0130600299,KE013060
1351,Chogoria Ward,KEN-ADM3-25604234B99220259,no_station,ADM3,KEN,KE0130600300,KE013060
1352,Mariani Ward,KEN-ADM3-25604234B86941251,no_station,ADM3,KEN,KE0130610301,KE013061
1353,Karingani Ward,KEN-ADM3-25604234B19062623,no_station,ADM3,KEN,KE0130610302,KE013061
1354,Magumoni Ward,KEN-ADM3-25604234B88696770,no_station,ADM3,KEN,KE0130610303,KE013061
1355,Mugwe Ward,KEN-ADM3-25604234B17311914,no_station,ADM3,KEN,KE0130610304,KE013061
1356,Kyeni north Ward,KEN-ADM3-25604234B62525092,no_station,ADM3,KEN,KE0140640321,KE014064
1357,Kyeni south Ward,KEN-ADM3-25604234B8759470,no_station,ADM3,KEN,KE0140640322,KE014064
1358,Mwea Ward,KEN-ADM3-25604234B9937841,no_station,ADM3,KEN,KE0140650323,KE014065
1359,Makima Ward,KEN-ADM3-25604234B99289972,no_station,ADM3,KEN,KE0140650324,KE014065
1360,Mbeti south Ward,KEN-ADM3-25604234B78657942,no_station,ADM3,KEN,KE0140650325,KE014065
1361,Mavuria Ward,KEN-ADM3-25604234B89810231,no_station,ADM3,KEN,KE0140650326,KE014065
1362,Kiambere Ward,KEN-ADM3-25604234B34125804,no_station,ADM3,KEN,KE0140650327,KE014065
1363,Nthawa Ward,KEN-ADM3-25604234B70439336,no_station,ADM3,KEN,KE0140660328,KE014066
1364,Kisasi Ward,KEN-ADM3-25604234B2414084,no_station,ADM3,KEN,KE0150710350,KE015071
1365,Mulango Ward,KEN-ADM3-25604234B97745430,no_station,ADM3,KEN,KE0150720357,KE015072
1366,Kyangwithya east Ward,KEN-ADM3-25604234B13140278,no_station,ADM3,KEN,KE0150720358,KE015072
1367,Chuluni Ward,KEN-ADM3-25604234B14410947,no_station,ADM3,KEN,KE0150730361,KE015073
1368,Mutomo Ward,KEN-ADM3-25604234B74523027,no_station,ADM3,KEN,KE0150740366,KE015074
1369,Mutha Ward,KEN-ADM3-25604234B52425915,no_station,ADM3,KEN,KE0150740367,KE015074
1370,Kanziko Ward,KEN-ADM3-25604234B70757559,no_station,ADM3,KEN,KE0150740369,KE015074
1371,Nyakio Ward,KEN-ADM3-25604234B29349217,no_station,ADM3,KEN,KE0180890446,KE018089
1372,Githabai Ward,KEN-ADM3-25604234B25887831,no_station,ADM3,KEN,KE0180890447,KE018089
1373,Magumu Ward,KEN-ADM3-25604234B86016211,no_station,ADM3,KEN,KE0180890448,KE018089
1374,Geta Ward,KEN-ADM3-25604234B40217863,no_station,ADM3,KEN,KE0180900451,KE018090
1375,Karau Ward,KEN-ADM3-25604234B39806528,no_station,ADM3,KEN,KE0180910453,KE018091
1376,Mirangine Ward,KEN-ADM3-25604234B72496598,no_station,ADM3,KEN,KE0180910455,KE018091
1377,Kaimbaga Ward,KEN-ADM3-25604234B57493283,no_station,ADM3,KEN,KE0180910456,KE018091
1378,Gathanji Ward,KEN-ADM3-25604234B19760500,no_station,ADM3,KEN,KE0180920458,KE018092
1379,Gatimu Ward,KEN-ADM3-25604234B41496699,no_station,ADM3,KEN,KE0180920459,KE018092
1380,Weru Ward,KEN-ADM3-25604234B18336072,no_station,ADM3,KEN,KE0180920460,KE018092
1381,Kiritta Ward,KEN-ADM3-25604234B68926559,no_station,ADM3,KEN,KE0180930463,KE018093
1382,Central Ward,KEN-ADM3-25604234B3976048,no_station,ADM3,KEN,KE0180930464,KE018093
1383,Shamata Ward,KEN-ADM3-25604234B73190118,no_station,ADM3,KEN,KE0180930465,KE018093
1384,Dedan kimathi Ward,KEN-ADM3-25604234B35992460,no_station,ADM3,KEN,KE0190940466,KE019094
1385,Wamagana Ward,KEN-ADM3-25604234B18447066,no_station,ADM3,KEN,KE0190940467,KE019094
1386,Aguthi-gaaki Ward,KEN-ADM3-25604234B87747209,no_station,ADM3,KEN,KE0190940468,KE019094
1387,Mweiga Ward,KEN-ADM3-25604234B96396719,no_station,ADM3,KEN,KE0190950469,KE019095
1388,Naromoru/kiamathaga Ward,KEN-ADM3-25604234B12528849,no_station,ADM3,KEN,KE0190950470,KE019095
1389,Mwiyogo/endarasha Ward,KEN-ADM3-25604234B49730446,no_station,ADM3,KEN,KE0190950471,KE019095
1390,Mugunda Ward,KEN-ADM3-25604234B78964947,no_station,ADM3,KEN,KE0190950472,KE019095
1391,Gatarakwa Ward,KEN-ADM3-25604234B74489869,no_station,ADM3,KEN,KE0190950473,KE019095
1392,Thegu river Ward,KEN-ADM3-25604234B81250982,no_station,ADM3,KEN,KE0190950474,KE019095
1393,Kabaru Ward,KEN-ADM3-25604234B79465183,no_station,ADM3,KEN,KE0190950475,KE019095
1394,Gakawa Ward,KEN-ADM3-25604234B82774210,no_station,ADM3,KEN,KE0190950476,KE019095
1395,Ruguru Ward,KEN-ADM3-25604234B40764741,no_station,ADM3,KEN,KE0190960477,KE019096
1396,Magutu Ward,KEN-ADM3-25604234B93391025,no_station,ADM3,KEN,KE0190960478,KE019096
1397,Kakuma Ward,KEN-ADM3-25604234B99091390,no_station,ADM3,KEN,KE0231240617,KE023124
1398,Kalobeyei Ward,KEN-ADM3-25604234B7651943,no_station,ADM3,KEN,KE0231240621,KE023124
1399,Nanaam Ward,KEN-ADM3-25604234B18206149,no_station,ADM3,KEN,KE0231240623,KE023124
1400,Lodwar Township Ward,KEN-ADM3-25604234B30297482,no_station,ADM3,KEN,KE0231250627,KE023125
1401,Kanamkemer Ward,KEN-ADM3-25604234B99583207,no_station,ADM3,KEN,KE0231250628,KE023125
1402,Kotaruk/Lobei Ward,KEN-ADM3-25604234B10250607,no_station,ADM3,KEN,KE0231260629,KE023126
1403,Loima Ward,KEN-ADM3-25604234B26591570,no_station,ADM3,KEN,KE0231260631,KE023126
1404,Katilu Ward,KEN-ADM3-25604234B31675467,no_station,ADM3,KEN,KE0231270634,KE023127
1405,Katilia Ward,KEN-ADM3-25604234B12766642,no_station,ADM3,KEN,KE0231280639,KE023128
1406,Lokori/kochodin Ward,KEN-ADM3-25604234B18544525,no_station,ADM3,KEN,KE0231280640,KE023128
1407,Alale Ward,KEN-ADM3-25604234B45124191,no_station,ADM3,KEN,KE0241310656,KE024131
1408,Chepareria Ward,KEN-ADM3-25604234B91969990,no_station,ADM3,KEN,KE0241320657,KE024132
1409,Batei Ward,KEN-ADM3-25604234B77942969,no_station,ADM3,KEN,KE0241320658,KE024132
1410,Lelan Ward,KEN-ADM3-25604234B17978930,no_station,ADM3,KEN,KE0241320659,KE024132
1411,Tapach Ward,KEN-ADM3-25604234B32154739,no_station,ADM3,KEN,KE0241320660,KE024132
1412,Lodokejek Ward,KEN-ADM3-25604234B20066433,no_station,ADM3,KEN,KE0251330661,KE025133
1413,Bidii Ward,KEN-ADM3-25604234B2282054,no_station,ADM3,KEN,KE0261360679,KE026136
1414,Tuwani Ward,KEN-ADM3-25604234B89029936,no_station,ADM3,KEN,KE0261380685,KE026138
1415,Saboti Ward,KEN-ADM3-25604234B35068013,no_station,ADM3,KEN,KE0261380686,KE026138
1416,Machewa Ward,KEN-ADM3-25604234B68942176,no_station,ADM3,KEN,KE0261380687,KE026138
1417,Hospital Ward,KEN-ADM3-25604234B2087748,no_station,ADM3,KEN,KE0261390691,KE026139
1418,Sikhendu Ward,KEN-ADM3-25604234B56844181,no_station,ADM3,KEN,KE0261390692,KE026139
1419,Sitatunga Ward,KEN-ADM3-25604234B79649793,no_station,ADM3,KEN,KE0261400700,KE026140
1420,Sengwer Ward,KEN-ADM3-25604234B12463130,no_station,ADM3,KEN,KE0281480736,KE028148
1421,Cherangany  Ward,KEN-ADM3-25604234B77615291,no_station,ADM3,KEN,KE0281480737,KE028148
1422,Moiben Kuserwo Ward,KEN-ADM3-25604234B43913826,no_station,ADM3,KEN,KE0281480738,KE028148
1423,Kapsowar Ward,KEN-ADM3-25604234B65687251,no_station,ADM3,KEN,KE0281480739,KE028148
1424,Arror Ward,KEN-ADM3-25604234B76657299,no_station,ADM3,KEN,KE0281480740,KE028148
1425,Kamariny Ward,KEN-ADM3-25604234B49571989,no_station,ADM3,KEN,KE0281490741,KE028149
1426,Emsoo Ward,KEN-ADM3-25604234B1454519,no_station,ADM3,KEN,KE0281490742,KE028149
1427,Tambach Ward,KEN-ADM3-25604234B82279921,no_station,ADM3,KEN,KE0281490743,KE028149
1428,Kapchemutwa Ward,KEN-ADM3-25604234B67036637,no_station,ADM3,KEN,KE0281490744,KE028149
1429,Kaptarakwa Ward,KEN-ADM3-25604234B92925886,no_station,ADM3,KEN,KE0281500745,KE028150
1430,Chepkorio Ward,KEN-ADM3-25604234B45530333,no_station,ADM3,KEN,KE0281500746,KE028150
1431,Metkei Ward,KEN-ADM3-25604234B64466405,no_station,ADM3,KEN,KE0281500750,KE028150
1432,Songhor/Soba Ward,KEN-ADM3-25604234B82684327,no_station,ADM3,KEN,KE0291510751,KE029151
1433,Tinderet Ward,KEN-ADM3-25604234B29521961,no_station,ADM3,KEN,KE0291510752,KE029151
1434,Chemelil/chemase Ward,KEN-ADM3-25604234B32165639,no_station,ADM3,KEN,KE0291510753,KE029151
1435,Kapsimotwo Ward,KEN-ADM3-25604234B77858417,no_station,ADM3,KEN,KE0291510754,KE029151
1436,Ol'lessos Ward,KEN-ADM3-25604234B44149859,no_station,ADM3,KEN,KE0291530763,KE029153
1437,Kapchorua Ward,KEN-ADM3-25604234B15634206,no_station,ADM3,KEN,KE0291530764,KE029153
1438,Kosirai Ward,KEN-ADM3-25604234B1256716,no_station,ADM3,KEN,KE0291540766,KE029154
1439,Kaptel/kamoiywo Ward,KEN-ADM3-25604234B57229371,no_station,ADM3,KEN,KE0291540768,KE029154
1440,Kiptuiya Ward,KEN-ADM3-25604234B60637967,no_station,ADM3,KEN,KE0291540769,KE029154
1441,Kapkangani Ward,KEN-ADM3-25604234B68963217,no_station,ADM3,KEN,KE0291550771,KE029155
1442,Chepterwai Ward,KEN-ADM3-25604234B16375285,no_station,ADM3,KEN,KE0291560774,KE029156
1443,Kipkaren Ward,KEN-ADM3-25604234B73021404,no_station,ADM3,KEN,KE0291560775,KE029156
1444,Kurgung/surungai Ward,KEN-ADM3-25604234B74175434,no_station,ADM3,KEN,KE0291560776,KE029156
1445,Kabiyet Ward,KEN-ADM3-25604234B67091580,no_station,ADM3,KEN,KE0291560777,KE029156
1446,Kabisaga Ward,KEN-ADM3-25604234B57322881,no_station,ADM3,KEN,KE0291560779,KE029156
1447,Githiga Ward,KEN-ADM3-25604234B86235286,no_station,ADM3,KEN,KE0311630813,KE031163
1448,Kapkatet Ward,KEN-ADM3-25604234B71862178,no_station,ADM3,KEN,KE0351910956,KE035191
1449,Cheptororiet/seretut Ward,KEN-ADM3-25604234B62525380,no_station,ADM3,KEN,KE0351920959,KE035192
